"","score","text"
"1166",0,"wikileak release email part"
"1167",-1," full house miami stumping voter say still undecided student"
"1168",0," make note thanksdrumpf"
"1169",0,"donaldjtrumpjr watch debatenight cspan split screen tough read"
"1170",-1,"disaster happen elect hmm uselection esf spx djia"
"1171",0,"wikileak release email part"
"1172",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"1173",0,"sputnikitalia wikileak accusa direzione di google al servizio di media internet manipo"
"1174",-1,"elizabethforma liar wikileak projectveritas politico washingtonpost hillaryforprison"
"1175",0,"wikileak release email part"
"1176",0,"gop gop elect putin republican "
"1177",1,"amazing trends hour release part"
"1178",0,"majordomo magax trumptrain"
"1179",-1,"racist hillarious referendum black man nier constitutionnat"
"1180",-1,"now make fun women bodies dont fooled ppl crook everything said pub"
"1181",0," crookedmedia infowar"
"1182",0,"drjillstein iamjohnoliver rollingstone can away robbing bigbanks"
"1183",0,"release email part smanoel"
"1184",1,"chatrevolve look say little mr right"
"1185",1,"chatrevolve look say little mr right"
"1186",0,"wikileak libertyusa sheriffclarke arrest exp"
"1187",0,"wikileak release email part"
"1188",0,"wikileak release email part"
"1189",-1,"corrupt clintonbodycount come light wikileak veritasvideo vote"
"1190",-2,"didway whiner people continue beat dead horse everyday therealdonaldtrump new scandal benghazi email"
"1191",-1,"teamtrumpco choo choo brakes even nastywoman stuck crossing woman millennial latinos basem"
"1192",2,"dvatw love smile debatenight"
"1193",0,"hillarious slamming democrat voter private fundraiser hillaryclintonpresident jillnothill"
"1194",1,"nastywoman well shes scorpio duh debatenight"
"1195",0,"myriadmedia magicmeredith iamwithher"
"1196",-1,"racism blacklivesmatter alllivesmatter cop men women usa debate"
"1197",-1,"bernieindiana prisonplanet everytime blame always learn later shes lie like"
"1198",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1199",0,"hillarious elect politi"
"1200",-1,"twright treat people disagree attn arizona"
"1201",0,"wikileak release email part"
"1202",1,"chatrevolve look say little mr right"
"1203",0,"wikileak release email part"
"1204",0,"e lassurdo tweet sulla guerra nuclear usa"
"1205",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1206",0,"voterosch support want pay million make fake alqaeda video leftistluna"
"1207",0,"wikileak release email part"
"1208",0,"la campaña electoral se pone aún más caliente ahora madonna ayuda ganar voto para cambio"
"1209",0,"wikileak release email part"
"1210",-2,"danger blame russia irresponsibility secured doesnt matter trumpvsclinton trumppence"
"1211",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1212",1,"rbargainhunters storagewars fan think won debatenight debatepoll aetv"
"1213",0,"stevenj must watch single breath american watch till end h"
"1214",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1215",2,"dvatw love smile debatenight"
"1216",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1217",2,"iamwithher berniesanders pence kaine debatenight nbc will shine better memorial foundation dinner"
"1218",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1219",0,"wikileak release email part"
"1220",-1,"drestella attack obamacare muslim father still support furthermore call jewishtimes white trash stu"
"1221",0,"rickfarrow hillarious earpiece whisper caught mic help say dozens hillar"
"1222",1,"sourcenow amazing trends hour release part po"
"1223",0," nastyboys will vote nastywoman become next potus debate"
"1224",0,"majordomo magax trumptrain"
"1225",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1226",0,"lovebelfast emeraldball yearsoffriendship kennedysinger europahotel"
"1227",1,"rtenfrancais jusquoù sont prêts à aller les support dhillaryclinton pour madonna cest une question de fellat"
"1228",-1,"ill take eight year woman please absentee imwither"
"1229",-1,"hillarious refuse concede defeat ran elect trumppence"
"1230",0,"izzadocious gave debatenight debate"
"1231",0,"wikileak release email part"
"1232",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1233",-1,"daystotrump leak classified information nuclear response time last night debatenight"
"1234",0,"honoredvalor release email part elianabenador"
"1235",1,"chatrevolve look say little mr right"
"1236",-1,"wikileak potus crook hillarious bobama assange"
"1237",0,"patrioticme anyone think good presidencial basically tell world mentally inept"
"1238",1,"reuters ails care crookeddemocrats like"
"1239",0,"godndguns hmmhillaryclinton ties isis kissed girl yrs ago decision decision demo"
"1240",0,"wikileak release email part"
"1241",-2,"ppl complain explain truth danger nuclear weapons criticizewhatever"
"1242",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1243",0,"wikileak release email part"
"1244",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1245",0,"judgenap new fbi docs show bribe offer agents email probe"
"1246",-3,"chatrevolve breaking haitian man stole million friend told clintonbodycount b stolen mo"
"1247",1,"htagblackoutpod wore better bosshogg debatenight debate"
"1248",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1249",0,"wikileak release email part"
"1250",-2,"trumpmypres countries elect despicable crook nest presidencial screw"
"1251",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1252",1,"rtenfrancais jusquoù sont prêts à aller les support dhillaryclinton pour madonna cest une question de fellat"
"1253",0,"ramseyswift time thing arent go way donald say rig"
"1254",1,"chatrevolve look say little mr right"
"1255",0,"hamburgonline diskutiert hier im livestream über nach der sendung mit"
"1256",0,"wikileak release email part"
"1257",0,"wikileak release email part"
"1258",0,"wikileak release email part new email h"
"1259",0,"wikileak release email part"
"1260",-1,"doubt background rig"
"1261",0,"hillarious elect politi"
"1262",1,"gonna sit act like aint represent grammaton last debate debate"
"1263",0,"kolex fbi congress senate judicialwatch foia debatenight ap policedepartment arrest debate voterrights sh"
"1264",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1265",0,"definitely part confederate state wakeupamerica"
"1266",1,"chatrevolve look say little mr right"
"1267",0,"wikileak release email part"
"1268",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1269",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1270",1,"chatrevolve look say little mr right"
"1271",0,"judymorris expose foundation ties suspected human organ trafficker clintonfoundation"
"1272",1,"prowrestlingsim go us worldwar whatever pros hillarious none none outweigh con"
"1273",0,"fuckher need stranded deathrow snoopdogg tupac"
"1274",0,"wikileak release email part almost new email podestae"
"1275",1,"rtenfrancais jusquoù sont prêts à aller les support dhillaryclinton pour madonna cest une question de fellat"
"1276",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"1277",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1278",0,"wikileak release email part"
"1279",0,"wikileak release email part"
"1280",-1,"teamtrumpco choo choo brakes even nastywoman stuck crossing woman millennial latinos basem"
"1281",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1282",0,"wikileak release email part"
"1283",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1284",0,"must see video video want taken internet brunelldonald"
"1285",0,"gave debatenight debate"
"1286",0,"wikileak release email part"
"1287",0,"diskutiert hier im livestream über nach der sendung mit"
"1288",0,"hillarious uranium russia riggedelection rig stock email wikileak debate"
"1289",1,"couldnt think better person represent"
"1290",0,"sputnikitalia wikileak accusa direzione di google al servizio di media internet manipo"
"1291",0,"buy desk figure link bio elect trumppence hillarious"
"1292",0,"hey everyone check suchanastywoman team rock"
"1293",0,"thisiswhytrump tftproject hope pray us neighbors see light goodluckhillaryclinton wld chance canada"
"1294",0,"wikileak release email part"
"1295",1,"madonna s promise voter come shot antibiotics vd"
"1296",-1,"votetrump anonymous come anonymous message corrupt media video gt disclosetv"
"1297",1,"pollhq trust debate"
"1298",0,"wikileak release email part"
"1299",0,"pay people agitate support commit voter fraud im hoot arent b"
"1300",-3,"put pocket book nation secured blame russia another irresponsibility lie k confidential email leak"
"1301",0,"wikileak release email part"
"1302",0,"damn guy funniest haha love"
"1303",0,"wikileak release email part"
"1304",0,"wikileak release email part"
"1305",1,"amazing trends hour release part"
"1306",1,"chatrevolve look say little mr right"
"1307",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1308",0,"ode last night debate dnc crossstitch"
"1309",-4,"catholic now outraged leak email outraged babies kill agenda"
"1310",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"1311",0,"weralreadygreat electionday will vote blue retweet nevertrump uniteblue ha"
"1312",1,"teamofrihanna rihanna support"
"1313",1,"chatrevolve look say little mr right"
"1314",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1315",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"1316",0,"wikileak release email part"
"1317",0,"last nite pattismith bring home slays kcablackball"
"1318",0,"patrioticme anyone think good presidencial basically tell world mentally inept"
"1319",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1320",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs"
"1321",1,"pollhq trust debate"
"1322",0,"wikileak release email part"
"1323",0,"teacher sneaking hitler comparison lesson"
"1324",0,"release email part maisdireita"
"1325",-1,"im sick yall deathrowrecords"
"1326",0,"grrrgraphics russian wikileak putin boogeymen"
"1327",0,"patrioticme anyone think good presidencial basically tell world mentally inept"
"1328",0,"katq lbgtq voterfraud obamafiles blackvotesmatter candidata latinosvote draintheswamp bluehand"
"1329",0,"trumppence wikileak votingtrump draintheswamp millennial "
"1330",0,"katq lbgtq voterfraud obamafiles blackvotesmatter candidata latinosvote draintheswamp bluehand"
"1331",0,"patrioticme anyone think good presidencial basically tell world mentally inept"
"1332",0,"wifeytv women women forever nastywoman"
"1333",-1,"leshugtx complete insane donald love way say donald pantsonfire loser flipitdem htt"
"1334",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs"
"1335",0,"nomogods whether love hate vote"
"1336",1,"jusquoù sont prêts à aller les support dhillaryclinton pour madonna cest une question de fellat"
"1337",0,"wikileak release email part"
"1338",0,"fbi congress senate judicialwatch foia debatenight ap policedepartment arrest debate"
"1339",0,"stevenj must watch single breath american watch till end h"
"1340",1,"hillarious smile cost presidentialcampaign debate"
"1341",0,"tengo el debate definitivo donald vs hillarious klingon"
"1342",0,"wikileak release email part"
