"score","text"
1,"theshaderoom pressplay better read melania serious via cnn"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
1,"theshaderoom pressplay better read melania serious via cnn"
-1,"american fuck ill packing bag"
1,"theshaderoom pressplay better read melania serious via cnn"
1,"a law let make clear world want presiden retweet"
0,"watch make ass dinner elect polit blackvoters latinovoters"
0,"diarioelheraldo debate quiero construir el muro tenemos construir el muro subrayó"
0,"ofniw lamérique doute bien tendu par le débat dhier tire sa dernière cartouche le clip de campagne je texpu"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
1,"a law let make clear world want presiden retweet"
0,"myrtamerlino accetterò risultati di queste storiche elezioni solo se vinco io se non fosse tragicamente vero semb"
1,"a law let make clear world want presiden retweet"
0," n hollywood"
1,"theshaderoom pressplay better read melania serious via cnn"
0,"rodlurie may first person hitler boo room full priests alsmithdinner"
-1,"jookosnews projectveritas video exposed machines plan steal elect "
0,"lindadono fruits elect pick reap sow varvel say"
-1,"peterdaou new video star little rascals women"
1,"theshaderoom pressplay better read melania serious via cnn"
2,"women like tell like simpsonsquotes debate"
-1,"libertyisftw conservative dont want win im frankfort sick hear voice whos"
0,"donnabrazile à lamérique ce quelle veut voir du chiqué et encore du chiqué "
1,"a law let make clear world want presiden retweet"
0,"teamtrump donaldjtrumpjr isnt go b anything launching new media hotel chain wo name"
0,"joelmazmanian set fire dousing flames set fire uselectiongaladinner"
0,"entheosshines entheosshines war go mind google caught blocking search"
-1,"hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
3,"elenidjanis great night alsmithdinner great around good friend except bl"
1,"a law let make clear world want presiden retweet"
0,"rodlurie may first person hitler boo room full priests alsmithdinner"
1,"theshaderoom pressplay better read melania serious via cnn"
0,"need check parodies account joke news handle cover trumpaboard speech serves purpose quit well uspre"
1,"theshaderoom pressplay better read melania serious via cnn"
1,"a law let make clear world want presiden retweet"
1,"theshaderoom pressplay better read melania serious via cnn"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-1,"zestyleftwing hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
1,"a law let make clear world want presiden retweet"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
0,"rogersdish jpodhoretz davidfrum summerzervos alsmithdinner"
1,"theshaderoom pressplay better read melania serious via cnn"
1,"theshaderoom pressplay better read melania serious via cnn"
-1,"silent leadership worst traitors fair hit disloyal mcconnell hard mitchmcconnell"
1,"theshaderoom pressplay better read melania serious via cnn"
-2," douchebag list long time donlemon night went full retard cnn"
1,"hillarypix franlebowitz explains true love deep distain"
1,"theshaderoom pressplay better read melania serious via cnn"
0,"rodlurie may first person hitler boo room full priests alsmithdinner"
1,"a law let make clear world want presiden retweet"
-2,"silence leadership undermines electoral process unacceptable"
0,"rodlurie may first person hitler boo room full priests alsmithdinner"
1,"everyone read line mitt romneys al smith dinnerwould us little good"
1,"theshaderoom pressplay better read melania serious via cnn"
1,"theshaderoom pressplay better read melania serious via cnn"
1,"didnt know better id say shes republican back"
-7,"morintoon spoiled brat vile rude dishonest contempt fool morintoon elect debate"
0,"johnrmoffitt elect debate time vote continue build wall ever see f"
0,""
0,"entheosshines entheosshines war go mind google caught blocking search"
0," wud happen went internal summit women head state hesaidwhat bigmamasaid resp"
0,"made night trumpkin wtf elect"
0,"onlinetoughguys grabem pudding polit politicalmemes lmao"
1,"pressplay better read melania serious via cnn"
0,"johnrmoffitt disqualifies serves capacity"
0,"katehones elecciones presidencial de estadosunidos el significado de una farsa hillaryclint"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-3,"fatcats sexual assault accusations karena virginia recount incident least th victim"
1,"better late never nastywoman tomorrow badhombre wearedoomed"
-1,"unionsworkers rhetoric american job shipped job overseas bangladesh china mexico u p"
0,"trumpaboard real life real bunch psycho freakin"
-1,"youre supposed stump speech roast got boo stage"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-1,"joke wife melania exact speech michelleobama"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
1,"course like omg smh editranked vine imbluewhoyou"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"vicitrue wowowoe roast alsmithdinner see u behind magax dtmag catholic"
0,"just turn dinner screed assclown get boodst time ever"
0,"ericepoteart woman illustration drawing sketch art inks"
0,"daniellachavezc viendo el debate de estadosunidos mis latinos en usa para quien es su voto o htt"
-1,"peterdaou new video star little rascals women"
-1,"shareblue new video star little rascals women shareblue"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
0,"johnrmoffitt think fittest candidacy presiden historic"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"zakiscorner got laugh accident last three debate purpose tonight alsmithdinner fb"
1,"rtamerica newswithed budjackson yes elect overand won votetrump "
-2,"silence leadership undermines electoral process unacceptable"
0,"whos go pay wall mexico"
1,"everyday thing look like via penumbrachamber"
0,"presidentialelection"
0,"moment decide turn get roast draintheswamp alsmithdinner maga"
0,"grandma opinion debate debate mcloughlin memorial care"
-2,"theedanielr goat demon devil debate"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"teamtrump repeal replace american want plan"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-1,"el bad hombre de robó la atención en la red durante el debate presidencial"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
1,"karlfrisch look like figure tweet one account"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-1,"boo make harsh comment dinner"
1,"repostnew post trumpaboard rig elect charge dominates postdebatee"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-3,"kharyp alex jones suffers meltdown lie whe"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"alester won third debate debate poll poll realdona"
0,"caddieman less day wethepeople come vote maga elect presiden draintheswamp"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0," know run business knew con nation"
0,"laurieblacksd omg boo stage slaying horse one vladimir putin"
0,"recall play bar new orleans drunk show passed singing dixie just like alsmithdinner cnn"
-2,"idiot far selfcenter mess disconnected hes start bel"
0,"obama retorika tentang pemilihan presiden berbahaya internasional obama pilpresas"
0,"rodlurie may first person hitler boo room full priests alsmithdinner"
1,"im puzzled guy like like nastywomen"
0,"learn tonight joke dont translate well russian flopped big"
-1,"zestyleftwing hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
-1,"annual alsmithdinner tonight die know talk abou"
0,"presiden step candidacy son say"
-1,"like everyone listen lie lie told"
0,"may first person hitler boo room full priests alsmithdinner"
-2,"silence leadership undermines electoral process unacceptable"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-2," even choice presiden want basicly kill babies rescue troopel lie everyone"
-1,"damage inflicted psyche kid take generations fix tcot via voxdotcom"
-1,"zestyleftwing hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
0,"cyceoncom black american question democratic elect polit"
0,"soxfan lose loser prefer winner live"
-1,"thetrumppuppet im definitely puppet thetrumppuppet thetrumppuppet"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-1,"topic sexual assault women youre triangles figure bring emails debate"
0,"breakfastclubam joined us show addresses comment made comparable"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"carlajo classiest presiden first ladiestrump ever"
0,"carlajo classiest presiden first ladiestrump ever"
0,"presiden think maybe time politician maybe need someone thats politician"
0,"carlajo classiest presiden first ladiestrump ever"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
-1,"watch walked interview question labeled racist call sexist"
-1,"rather completa moron presiden female run hilaryclinton"
-1,"kazmierskir talk poor judgement invited malik obama debate muslim hamas sympathiser duh"
0,"vicitrue wowowoe roast alsmithdinner see u behind magax dtmag catholic"
0,"goes now actually call preparation"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-2,"new theories lost debate cheated"
0,"classiest presiden first ladiestrump ever"
-1,"zeenews exchange acid joke new york dinner"
-1,"stforeigndesk white house rivals trade punch line dinner"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
-2,"silence leadership undermines electoral process unacceptable"
0,"truth syria barackobama berniesanders robertdeniro"
-1,"parksidepaul childish response ever uttered polit yourethepuppet"
-1,"movietvtechgeek true false claim rd debate movietvtechgeek"
1,"oldie classiest presiden first ladiestrump ever brilliant"
0,"video media hide"
1,"thank done hard work done american people go"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
0,"end youre measured much undertake y quote"
-1,"libertysprisnr charade give illusion choice elect"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-2,"silence leadership undermines electoral process unacceptable"
-1,"peterdaou new video star little rascals women"
1,"reverbpress exclusive troll caught red hand impersonating progress groups gtgt"
1,"alester won third debate debate poll poll realdona"
-1,"washtimes campaign univision teamed trash wikileaks emails reveal"
0,"repost via divvypic qworldstar goes now actually"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-2,"anyone got calculator another woman allegation sexual assault predatortrump gloriaallred"
3,"actuallyshecan candiceralston yes strong women good vibes excellent womenwhovotetrump womentrump"
1,"a law let make clear world want presiden retweet"
